id,work_year,experience_level,employment_type,job_title,salary_currency,employee_residence,remote_ratio,company_location,company_size,salary
19186,2024.0,MI,FT,Data Engineer,USD,,,US,M,201400
19187,2024.0,MI,,Business Intelligence,USD,,2.0,US,M,152000
19189,2024.0,SE,FT,Machine Learning Engineer,USD,,0.0,US,M,250000
19190,,,FT,Data Specialist,USD,,2.0,US,M,66300
19191,2024.0,SE,FT,Machine Learning Engineer,USD,,0.0,US,M,188500
19192,,SE,FT,Software Engineer,USD,US,,US,M,303400
19195,2024.0,SE,FT,Data Scientist,USD,US,2.0,US,M,110000
19197,2024.0,,FT,Software Engineer,USD,US,0.0,US,M,276000
19198,2024.0,SE,FT,Data Scientist,USD,,0.0,US,M,248520
19199,2024.0,SE,FT,Data Scientist,USD,US,0.0,,,190000
19200,2024.0,MI,FT,Data Engineer,USD,US,2.0,US,M,163000
19201,,SE,FT,Data Analyst,USD,US,0.0,US,M,216000
19202,2024.0,MI,FT,Data Scientist,USD,,2.0,US,M,95100
19203,2024.0,MI,FT,Business Intelligence Engineer,USD,US,2.0,US,M,89500
19204,2024.0,SE,FT,Research Scientist,USD,US,0.0,US,M,251000
19206,2023.0,MI,FT,Applied Scientist,USD,US,0.0,US,L,136000
19207,2024.0,MI,FT,Software Engineer,USD,,0.0,US,M,185000
19208,2024.0,SE,FT,Data Analyst,USD,US,2.0,US,M,192500
19209,2024.0,MI,FT,Data Analyst,USD,,0.0,US,M,109100
19210,2024.0,SE,FT,Data Architect,USD,US,,US,M,291900
19211,2024.0,,FT,Analyst,USD,US,,US,M,170000
19212,2024.0,SE,FT,Engineer,USD,,0.0,US,M,215000
19213,,SE,FT,Software Engineer,USD,CA,2.0,CA,M,135000
19214,2024.0,EN,FT,Data Engineer,USD,US,0.0,US,M,64000
19215,,,FT,Data Engineer,USD,US,0.0,US,M,80000
19216,2024.0,MI,FT,Data Engineer,USD,US,0.0,US,,119000
19217,2024.0,MI,FT,Machine Learning Engineer,USD,US,0.0,US,M,151000
19218,2024.0,SE,,Data Scientist,USD,US,0.0,,M,212780
19220,,,FT,Software Engineer,USD,US,0.0,US,M,160000
19221,2024.0,SE,FT,Data Architect,USD,US,2.0,US,,180000
19223,2024.0,,FT,Research Scientist,USD,,,US,M,208000
19224,2024.0,MI,FT,Data Engineer,USD,,0.0,CA,M,95200
19227,2024.0,SE,,Data Architect,GBP,GB,0.0,GB,,100000
19229,2023.0,SE,FT,Data Scientist,USD,US,0.0,US,M,150000
19230,2024.0,SE,FT,Data Scientist,EUR,LT,,LT,M,116666
19231,,SE,FT,Analytics Engineer,USD,,,,M,180000
19232,2024.0,SE,FT,Software Engineer,USD,US,,US,M,135400
19233,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,M,199000
19235,2024.0,SE,FT,Data Engineer,USD,US,2.0,US,M,175000
19236,2024.0,MI,FT,Data Scientist,USD,US,0.0,US,,177320
19237,2024.0,SE,,AI Solution Architect,USD,,0.0,US,,197500
19238,2024.0,,FT,Software Engineer,USD,US,0.0,,,182312
19239,2024.0,SE,FT,Manager,USD,US,,US,,156000
19242,2024.0,SE,FT,Product Manager,USD,US,0.0,US,,235200
19243,,MI,FT,Data Analyst,USD,US,2.0,US,M,60000
19244,2024.0,MI,FT,Engineer,USD,,0.0,US,M,234700
19245,2023.0,SE,FT,Machine Learning Engineer,USD,US,0.0,US,M,267720
19246,,MI,FT,Data Scientist,USD,US,2.0,,,120000
19248,,SE,FT,Software Development Engineer,USD,US,0.0,US,M,141107
19249,2024.0,MI,FT,Software Engineer,USD,US,0.0,US,,310000
19250,2024.0,SE,,Data Analyst,USD,US,0.0,,,96600
19251,2024.0,MI,FT,Data Management Specialist,USD,US,,US,,46400
19252,2024.0,EN,FT,Data Analyst,USD,US,0.0,US,,87400
19253,,MI,FT,Manager,GBP,GB,0.0,,M,50000
19254,,SE,FT,Data Scientist,EUR,,0.0,ES,M,38868
19255,2023.0,MI,FT,Data Specialist,USD,US,0.0,,M,110000
19256,2024.0,,FT,Data Scientist,GBP,,0.0,,,77500
19257,2024.0,,FT,Data Scientist,USD,US,,US,M,142140
19258,2024.0,MI,FT,Applied Scientist,USD,US,0.0,,M,120100
19259,2024.0,SE,FT,Data Scientist,USD,US,2.0,US,M,200000
19260,2024.0,SE,,Manager,USD,US,0.0,US,,160000
19261,,SE,FT,Data Engineer,USD,US,,US,M,160000
19263,2024.0,,FT,Associate,USD,US,0.0,US,,85850
19264,2023.0,MI,,Data Scientist,USD,US,0.0,US,M,166000
19265,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,M,150000
19266,2024.0,,FT,Machine Learning Engineer,USD,US,,US,,130000
19267,2024.0,MI,FT,Product Manager,USD,US,0.0,US,M,140000
19269,2024.0,MI,FT,Data Scientist,USD,US,,,M,135000
19270,2023.0,SE,FT,Data Scientist,USD,US,0.0,US,M,323300
19271,2024.0,MI,FT,Engineer,CAD,CA,0.0,CA,,84615
19272,,SE,FT,Software Engineer,USD,,0.0,US,M,207800
19274,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,M,188500
19276,2024.0,MI,FT,Data Scientist,USD,US,0.0,US,L,125500
19277,2024.0,,FT,Analytics Engineer,USD,CA,,CA,,214500
19278,2023.0,SE,FT,Data Scientist,USD,US,0.0,,M,187259
19279,2024.0,MI,FT,AI Engineer,USD,US,0.0,US,,124300
19280,2024.0,MI,FT,Data Analyst,USD,,0.0,US,,122283
19281,2024.0,SE,FT,Applied Scientist,USD,US,2.0,US,M,184000
19282,2024.0,SE,FT,Data Engineer,USD,,2.0,US,M,149000
19283,2024.0,MI,FT,Data Engineer,USD,US,0.0,US,M,180000
19284,2022.0,SE,FT,Data Scientist,USD,US,0.0,US,L,140400
19285,2024.0,MI,FT,Data Analyst,USD,US,2.0,US,M,126500
19286,,SE,FT,Research Scientist,USD,US,0.0,US,M,389500
19287,2024.0,EX,,Data Engineer,USD,US,0.0,US,M,176720
19289,2024.0,SE,FT,Machine Learning Engineer,USD,US,,US,,93300
19291,2024.0,MI,,Associate,USD,,,US,M,210000
19292,2024.0,SE,FT,AI Engineer,USD,,0.0,US,M,192000
19293,,MI,FT,Research Associate,USD,US,0.0,US,M,79000
19294,2024.0,SE,FT,Technical Lead,USD,US,0.0,US,M,217311
19295,2024.0,SE,,Machine Learning Infrastructure Engineer,USD,US,0.0,US,M,239040
19296,2024.0,,,Analyst,USD,US,0.0,US,M,155000
19297,,SE,FT,Machine Learning Engineer,USD,,0.0,US,M,232200
19298,2024.0,MI,FT,Data Scientist,USD,US,0.0,US,M,152000
19299,2024.0,MI,FT,Manager,USD,US,0.0,US,,212310
19300,2024.0,SE,,Data Scientist,USD,US,0.0,US,M,206000
19301,2023.0,MI,,Data Engineer,USD,US,0.0,,M,148000
19303,2023.0,SE,FT,Machine Learning Engineer,USD,US,0.0,US,M,113900
19304,2024.0,SE,,Analytics Engineer,USD,,2.0,US,M,136000
19305,,,FT,Machine Learning Engineer,USD,US,0.0,,M,221000
19307,2024.0,MI,FT,Data Scientist,USD,AU,0.0,AU,,120000
19309,2024.0,,FT,Research Scientist,USD,US,0.0,US,M,136000
19310,2024.0,SE,FT,Machine Learning Scientist,USD,US,0.0,US,M,130100
19313,2024.0,MI,FT,Data Scientist,USD,US,0.0,US,M,100000
19314,2024.0,SE,FT,Data Scientist,USD,US,0.0,US,,86840
19315,2023.0,SE,FT,Data Engineer,USD,US,0.0,,M,139700
19316,2024.0,MI,FT,Applied Scientist,USD,US,0.0,US,L,222200
19317,2024.0,SE,,Data Engineer,USD,US,2.0,US,M,183000
19318,2024.0,,FT,Data Engineer,USD,US,0.0,,M,110000
19321,2024.0,SE,FT,Data Scientist,USD,US,0.0,,M,192000
19322,2024.0,,FT,Data Analyst,USD,US,0.0,US,M,100000
19323,2024.0,MI,FT,Engineering Manager,USD,CA,2.0,CA,,177300
19324,,SE,FT,Analytics Engineer,USD,US,0.0,US,,120000
19325,2024.0,SE,FT,Engineer,GBP,GB,0.0,GB,,125000
19326,2024.0,SE,FT,Data Analyst,USD,US,2.0,,M,55000
19327,2024.0,MI,,Software Engineer,USD,,0.0,US,M,129000
19328,2024.0,MI,FT,Data Scientist,USD,,2.0,US,M,210000
19329,,EX,FT,Manager,USD,US,0.0,US,,167500
19332,2024.0,,FT,Data Analyst,USD,US,0.0,US,M,176000
19333,2024.0,SE,FT,Data Scientist,USD,,2.0,US,M,110000
19334,2024.0,SE,,Applied Scientist,USD,,0.0,US,M,291900
19335,2024.0,MI,FT,Software Engineer,USD,US,0.0,US,,115000
19336,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,,94200
19338,2024.0,MI,,Associate,USD,US,0.0,US,M,80000
19340,2024.0,MI,FT,Data Scientist,USD,,,US,M,140000
19342,2024.0,MI,,Site Reliability Engineer,USD,US,,US,M,223000
19343,2024.0,EX,FT,Business Intelligence,USD,US,,,M,175000
19344,2024.0,SE,FT,Data Scientist,USD,US,2.0,US,,160000
19345,,MI,FT,Research Engineer,USD,US,2.0,US,M,190000
19346,2024.0,,FT,Machine Learning Engineer,USD,US,2.0,US,M,385200
19347,2024.0,,FT,Data Scientist,USD,,,US,M,286000
19348,2024.0,SE,FT,Data Engineer,USD,US,,US,M,180000
19349,2023.0,,FT,Data Analyst,USD,US,0.0,US,,79000
19350,2024.0,MI,FT,Data Scientist,USD,US,0.0,,M,188500
19352,2024.0,SE,FT,Data Scientist,USD,US,0.0,,,159675
19353,2024.0,SE,FT,Data Scientist,USD,US,0.0,US,M,236400
19354,2024.0,SE,,Machine Learning Engineer,USD,US,0.0,US,M,220000
19355,,MI,,Data Analyst,USD,,0.0,,M,100000
19357,,MI,FT,Data Engineer,USD,US,2.0,US,M,144000
19358,2024.0,SE,FT,Machine Learning Engineer,USD,US,,US,M,177300
19362,2024.0,,FT,Data Scientist,USD,US,,,M,110000
19363,2024.0,MI,FT,Machine Learning Engineer,USD,US,0.0,US,,200200
19364,2023.0,SE,FT,Data Engineer,USD,US,,US,M,153600
19365,2023.0,SE,,Data Scientist,USD,US,,US,M,156000
19366,2024.0,,FT,Machine Learning Engineer,USD,US,0.0,US,M,161200
19367,2024.0,MI,FT,Associate,USD,US,0.0,US,M,122000
19368,2024.0,SE,,Software Engineer,BRL,BR,2.0,BR,M,90408
19369,2023.0,SE,FT,Analytics Engineer,USD,US,0.0,US,M,221300
19370,2022.0,SE,,Data Scientist,USD,US,2.0,US,M,144000
19373,,EX,FT,Data Scientist,USD,US,,US,M,175100
19375,2024.0,SE,FT,Data Developer,USD,US,0.0,,M,108200
19376,2024.0,,FT,Data Engineer,USD,US,0.0,US,M,110000
19377,2024.0,MI,,Solutions Engineer,USD,US,0.0,US,M,139000
19378,2024.0,MI,FT,Manager,USD,US,2.0,,M,100000
19380,2024.0,SE,FT,Machine Learning Engineer,USD,US,0.0,,M,200000
19382,2023.0,SE,FT,ETL Developer,USD,US,0.0,US,M,95800
19383,2024.0,SE,FT,Data Architect,USD,CA,2.0,CA,,110607
19384,2024.0,MI,FT,Data Analyst,USD,US,,,M,82867
19385,,SE,FT,Analytics Engineer,USD,US,0.0,US,M,144200
19386,2024.0,,,Analytics Engineer,USD,,0.0,CA,M,141500
19387,2024.0,MI,FT,Manager,USD,US,0.0,US,,311600
19388,2024.0,SE,FT,Data Scientist,USD,US,0.0,,M,232000
19389,2024.0,MI,FT,Data Operations Manager,USD,CA,2.0,CA,M,80000
19390,,,FT,Data Analyst,USD,US,2.0,US,,85000
19391,2024.0,SE,FT,Solution Architect,USD,US,0.0,,M,205000
19392,2024.0,SE,FT,Software Engineer,USD,US,0.0,,M,225600
19393,,,,Data Analyst,USD,US,2.0,US,M,120350
19394,2023.0,MI,FT,Data Analyst,USD,US,0.0,,M,80000
19395,2024.0,EN,,Analyst,USD,US,2.0,US,,90000
19397,,SE,FT,Systems Engineer,USD,,0.0,,,220000
19398,2024.0,MI,FT,Software Engineer,USD,US,0.0,US,M,232000
19399,,MI,FT,Data Scientist,USD,US,2.0,US,M,135000
19400,2024.0,SE,,Data Engineer,USD,US,0.0,US,M,92700
19401,2024.0,SE,FT,Software Engineer,USD,US,,US,M,206700
19403,2023.0,SE,,Data Engineer,USD,US,0.0,US,M,110000
19404,2024.0,MI,,Data Modeler,USD,US,0.0,US,M,100000
19405,,,FT,Engineer,USD,US,,,M,122000
19407,2022.0,SE,FT,Data Analyst,USD,,,US,M,236600
19408,2024.0,SE,,Systems Engineer,USD,US,0.0,,M,193000
19409,2024.0,MI,FT,Machine Learning Engineer,USD,US,0.0,US,M,264200
19410,2024.0,MI,,Associate,USD,,0.0,US,,166400
19411,2024.0,MI,FT,Analytics Engineer,USD,US,0.0,US,M,130000
19412,2023.0,SE,FT,Machine Learning Engineer,USD,US,2.0,US,M,140000
19413,2024.0,,FT,Data Engineer,USD,US,0.0,US,M,110000
19414,2024.0,MI,FT,Data Scientist,USD,US,0.0,US,M,93100
19415,2024.0,EX,,Data Analyst,USD,US,0.0,US,M,100000
19416,2024.0,,,Software Engineer,USD,US,,US,M,176000
19417,,SE,FT,Applied Scientist,USD,US,2.0,US,M,110000
19420,2024.0,MI,FT,Engineer,USD,US,2.0,US,M,140000
19421,2024.0,,,AI Engineer,USD,US,,US,M,230000
19422,2024.0,SE,FT,Developer,USD,US,0.0,,M,130000
19423,2024.0,SE,,Data Scientist,USD,,,US,M,250000
19424,2024.0,MI,FT,Data Analytics Specialist,USD,US,0.0,US,M,72900
19425,2024.0,SE,FT,Machine Learning Engineer,USD,,0.0,US,M,139000
19426,2024.0,,FT,Data Scientist,USD,US,2.0,US,,130000
19427,2023.0,MI,FT,Data Scientist,USD,,2.0,,M,190000
19428,2023.0,SE,FT,Data Scientist,USD,US,0.0,US,M,166000
19429,2024.0,EN,FT,Data Analyst,USD,US,0.0,US,M,98000
19431,2024.0,EN,FT,Data Analyst,USD,US,0.0,US,,90000
19432,2024.0,,FT,Data Engineer,USD,US,0.0,US,M,265200
19433,2023.0,MI,FT,Data Engineer,USD,,0.0,US,M,92000
19435,2024.0,SE,FT,Software Engineer,USD,CA,0.0,CA,M,135800
19436,2023.0,SE,FT,BI Developer,GBP,GB,0.0,,M,62442
19437,2024.0,SE,FT,Solutions Architect,CAD,CA,2.0,CA,M,215000
19439,,SE,FT,Data Engineer,USD,US,0.0,,M,112000
19440,2023.0,,FT,Business Intelligence Engineer,USD,US,0.0,US,M,156400
19441,2024.0,,,Software Engineer,USD,US,0.0,US,M,192000
19442,2023.0,SE,FT,Data Scientist,USD,,2.0,US,,237000
19443,2024.0,SE,FT,Engineer,USD,US,,US,M,142000
19445,,SE,FT,Analyst,GBP,GB,2.0,GB,M,56250
19448,2024.0,MI,FT,Data Analytics Consultant,USD,US,0.0,US,M,110300
19449,2024.0,MI,FT,Analytics Engineer,USD,US,0.0,US,M,124000
19450,,,FT,Research Scientist,USD,US,0.0,US,M,290000
19451,2024.0,SE,FT,Business Intelligence Developer,USD,US,0.0,,M,136000
19452,2024.0,SE,FT,Data Engineer,USD,US,0.0,,,180000
19454,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,M,94100
19455,2024.0,SE,FT,Engineer,USD,,0.0,US,M,200000
19457,2024.0,EN,FT,Data Analyst,USD,US,2.0,US,M,84996
19458,2024.0,MI,FT,Data Analyst,USD,US,0.0,,M,110000
19459,2024.0,MI,FT,Data Scientist,USD,,0.0,,M,80290
19461,,,,Research Scientist,USD,US,,,M,177000
19462,2024.0,,,Product Manager,USD,US,0.0,US,,292000
19463,2024.0,EN,FT,Data Analyst,GBP,GB,0.0,,M,63750
19464,2024.0,,,Applied Scientist,USD,US,0.0,US,M,170000
19465,2024.0,SE,,Engineer,USD,,,US,M,260000
19466,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,,200000
19467,2024.0,SE,FT,Machine Learning Engineer,USD,,0.0,US,M,254000
19468,2024.0,SE,FT,Software Engineer,USD,,0.0,,,220000
19469,2024.0,,FT,Data Scientist,GBP,GB,0.0,,M,43750
19470,2024.0,MI,FT,Data Engineer,EUR,FR,0.0,FR,M,80000
19471,2023.0,SE,,Data Engineer,USD,US,2.0,US,M,106800
19472,2024.0,MI,,Data Scientist,USD,US,,US,M,171000
19473,2024.0,SE,FT,Data Team Lead,USD,US,,US,M,186700
19474,2024.0,SE,FT,Engineer,USD,US,0.0,US,,339250
19475,2023.0,SE,,Data Analyst,USD,US,,US,M,81900
19476,2023.0,SE,FT,Data Engineer,USD,US,,US,M,128250
19478,2024.0,MI,FT,Data Scientist,USD,US,2.0,US,M,95000
19479,2024.0,MI,FT,Full Stack Engineer,USD,,2.0,US,M,150000
19480,2024.0,EN,,Data Analyst,USD,US,0.0,,M,168888
19481,2024.0,SE,FT,AI Engineer,USD,,0.0,US,M,142600
19482,2023.0,SE,FT,Data Scientist,USD,US,0.0,US,,184700
19483,2024.0,EN,FT,Data Analyst,USD,US,0.0,US,M,78000
19484,2024.0,SE,FT,Software Engineer,USD,US,2.0,US,M,342844
19485,2024.0,MI,FT,Engineer,USD,US,0.0,,M,75600
19487,2024.0,SE,FT,Data Architect,USD,US,2.0,US,M,150000
19489,2024.0,MI,,Applied Scientist,USD,,0.0,US,L,136000
19490,2022.0,MI,,Data Analyst,USD,US,0.0,,M,150000
19491,,MI,FT,Data Scientist,USD,US,0.0,US,,94900
19492,2024.0,,FT,AI Scientist,USD,US,0.0,US,M,216150
19493,2024.0,,FT,Data Engineer,USD,US,2.0,,M,140000
19496,2024.0,SE,FT,Data Analyst,USD,US,2.0,US,M,223500
19497,,SE,FT,Analytics Engineer,USD,,,US,M,189000
19498,,SE,,Data Analyst,USD,US,2.0,US,M,67500
19500,2024.0,SE,,Engineer,USD,US,0.0,US,M,124000
19503,2024.0,,FT,Software Engineer,USD,US,0.0,US,M,125000
19504,2024.0,MI,FT,Data Integration Specialist,USD,US,2.0,,M,105000
19505,,,FT,Data Engineer,USD,US,0.0,US,,64000
19506,2024.0,,FT,Applied Scientist,USD,US,0.0,US,M,161200
19507,2023.0,SE,FT,AI Developer,USD,US,0.0,,M,230000
19508,,MI,FT,Data Engineer,USD,,0.0,US,,119000
19509,2024.0,SE,FT,Machine Learning Engineer,USD,US,,US,,180000
19510,2024.0,SE,FT,Machine Learning Developer,USD,US,0.0,US,,270400
19512,2024.0,SE,FT,Business Analyst,USD,US,2.0,US,M,145000
19513,2024.0,SE,FT,Data Product Manager,USD,US,,US,M,199100
19514,2024.0,,FT,Data Scientist,USD,US,0.0,US,M,229900
19515,,SE,FT,Data Engineer,USD,US,,US,M,162500
19516,2024.0,MI,FT,Software Engineer,USD,,2.0,,M,102000
19517,2024.0,MI,FT,Manager,USD,CA,0.0,CA,,130000
19518,2024.0,SE,FT,Research Scientist,USD,US,0.0,US,M,345000
19520,,MI,FT,Engineer,USD,US,0.0,US,M,111000
19523,2024.0,SE,FT,Data Manager,USD,US,0.0,US,M,190000
19524,,SE,FT,Software Engineer,USD,US,0.0,US,M,220000
19525,2023.0,SE,,Data Scientist,USD,,0.0,US,,225000
19526,2024.0,MI,FT,Data Scientist,USD,US,0.0,US,M,134000
19527,,SE,,Machine Learning Engineer,USD,US,0.0,US,M,337250
19529,2024.0,,,Data Engineer,USD,US,,US,M,115000
19531,2024.0,,FT,Associate,USD,US,0.0,US,M,247610
19533,2024.0,MI,FT,Data Analyst,USD,,0.0,US,M,93400
19534,2024.0,SE,FT,Data Engineer,USD,US,,US,M,140000
19536,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,,180000
19537,,EN,,Product Manager,USD,US,0.0,US,L,136100
19538,2024.0,SE,,Data Scientist,USD,US,0.0,US,,117000
19539,2024.0,SE,FT,Data Manager,USD,US,,US,M,179000
19540,,,FT,Research Scientist,USD,US,,US,L,144000
19541,2024.0,SE,,Engineer,USD,US,0.0,,M,230000
19542,2024.0,SE,FT,Data Specialist,USD,US,,US,M,167900
19545,2022.0,SE,FT,Analytics Engineer,USD,US,,,M,110000
19548,2024.0,SE,FT,Machine Learning Engineer,USD,US,,US,M,312200
19549,,SE,FT,Research Scientist,USD,US,0.0,US,M,337250
19550,,,,Data Scientist,USD,US,2.0,,M,110000
19552,2024.0,MI,FT,Data Scientist,USD,US,0.0,US,M,97300
19553,2024.0,SE,FT,AI Developer,USD,,0.0,,M,181100
19554,2024.0,SE,FT,Software Development Engineer,USD,,0.0,,M,278800
19555,2023.0,SE,FT,Data Engineer,USD,,0.0,US,M,204750
19556,,SE,FT,Data Analyst,USD,,0.0,US,,118100
19559,2023.0,EX,FT,Head of Data,USD,US,0.0,US,M,204500
19560,2024.0,,,Product Manager,USD,US,0.0,US,M,414000
19561,,SE,FT,Software Engineer,USD,,0.0,US,M,216000
19562,,,FT,Business Intelligence Analyst,USD,US,2.0,US,M,140000
19563,2023.0,SE,FT,Data Analyst,USD,US,2.0,,,147000
19564,2024.0,SE,,Data Analyst,USD,US,,US,,121793
19566,2023.0,MI,FT,Data Engineer,USD,US,0.0,US,M,140000
19567,2023.0,SE,FT,Data Engineer,USD,,,US,M,94500
19568,,MI,FT,Data Engineer,USD,US,0.0,US,,109000
19569,2024.0,SE,,Machine Learning Researcher,USD,US,2.0,US,,110000
19570,,EN,FT,Data Analyst,USD,US,0.0,,,94500
19571,2024.0,SE,FT,Data Engineer,USD,US,,US,M,175000
19572,2024.0,SE,FT,Data Architect,USD,US,0.0,US,M,234000
19573,2023.0,,FT,Data Manager,USD,US,0.0,US,M,199000
19575,2023.0,SE,FT,Data Architect,USD,,0.0,US,M,150000
19576,2024.0,,,Analytics Engineer,USD,US,0.0,US,M,93750
19577,2024.0,EN,FT,Data Analyst,USD,CA,0.0,CA,M,57100
19578,2024.0,SE,,Engineer,USD,US,,US,M,339250
19579,2024.0,SE,FT,Software Engineer,USD,US,0.0,,M,180000
19580,2024.0,,FT,Research Scientist,USD,US,0.0,US,M,240240
19581,2024.0,SE,FT,Engineer,USD,US,0.0,US,M,138000
19582,2024.0,,FT,Engineer,USD,US,,US,M,113500
19583,2023.0,SE,FT,Data Analyst,USD,US,2.0,US,,105000
19585,,SE,FT,Data Scientist,USD,US,0.0,US,M,155000
19586,,,FT,Research Scientist,USD,CA,0.0,CA,M,117000
19589,2024.0,MI,FT,Data Analyst,USD,,2.0,US,M,149000
19591,2023.0,SE,,Data Engineer,USD,US,,US,M,80000
19592,2024.0,,FT,Data Engineer,USD,US,0.0,US,M,140000
19593,2024.0,SE,FT,Applied Scientist,USD,US,,US,L,136000
19594,,,FT,Machine Learning Engineer,USD,,0.0,US,,170040
19596,2024.0,,,Engineer,USD,US,,US,,165000
19598,2024.0,SE,FT,Data Scientist,USD,US,0.0,US,,86000
19599,2024.0,MI,FT,Data Scientist,USD,,,US,M,75600
19600,,,FT,Machine Learning Engineer,USD,US,0.0,US,M,83000
19601,2024.0,MI,FT,Data Engineer,USD,US,0.0,,M,185400
19602,2024.0,,FT,Data Analyst,USD,US,0.0,US,M,130000
19605,2024.0,MI,FT,Software Engineer,USD,,,US,M,98300
19606,2024.0,SE,FT,Data Modeler,USD,,0.0,US,M,162225
19608,2024.0,SE,FT,Machine Learning Scientist,USD,US,0.0,US,,170000
19610,,SE,FT,Business Intelligence Analyst,USD,US,2.0,US,M,158900
19611,2024.0,,,Full Stack Developer,USD,,0.0,US,L,147000
19612,,SE,FT,Research Engineer,USD,US,0.0,US,M,194000
19613,2024.0,,FT,Data Engineer,GBP,GB,0.0,GB,,62500
19614,,MI,FT,Data Analyst,USD,US,0.0,,,110000
19615,2023.0,,,Decision Scientist,USD,US,0.0,US,M,142200
19616,2024.0,SE,,Data Scientist,USD,US,0.0,US,,143750
19617,2022.0,,FT,Data Engineer,USD,US,,US,M,188100
19619,2024.0,EX,FT,Engineer,USD,US,0.0,US,M,255000
19620,,SE,,Data Scientist,USD,,0.0,,,206000
19621,2024.0,MI,FT,Research Scientist,USD,US,0.0,US,M,240240
19622,2024.0,,FT,Data Scientist,USD,US,0.0,,L,324100
19623,2024.0,SE,,Analyst,USD,US,0.0,,M,84720
19625,,SE,FT,Software Engineer,USD,US,0.0,US,M,90000
19626,2024.0,SE,,Engineer,USD,US,0.0,US,M,112000
19627,,,FT,Machine Learning Engineer,USD,US,,US,M,226000
19628,2024.0,SE,,AI Engineer,USD,US,0.0,US,,370300
19630,,,FT,Data Visualization Analyst,USD,US,0.0,US,M,151770
19632,,SE,FT,Data Management Analyst,USD,US,,,M,163000
19634,2024.0,SE,FT,Machine Learning Engineer,USD,,0.0,US,M,210000
19635,2024.0,SE,,Data Scientist,USD,US,0.0,US,M,220000
19636,2024.0,SE,FT,Machine Learning Engineer,USD,US,2.0,US,M,200000
19637,2024.0,SE,FT,Analytics Engineer,USD,CA,0.0,,M,130000
19638,2023.0,,FT,Analytics Engineer,USD,US,0.0,,M,115000
19639,2024.0,SE,FT,Business Intelligence Engineer,USD,US,,US,L,79600
19641,,,FT,Data Engineer,USD,,2.0,US,L,112000
19642,2022.0,,FT,Data Engineer,USD,US,,,M,250000
19643,2024.0,SE,FT,Data Architect,USD,US,0.0,US,M,193000
19645,2024.0,MI,FT,Engineer,USD,US,0.0,US,M,128544
19646,2024.0,SE,FT,Site Reliability Engineer,USD,US,,US,,182700
19648,2024.0,SE,FT,Software Engineer,USD,US,0.0,US,M,169229
19649,2024.0,SE,FT,Software Engineer,USD,,,US,M,294000
19651,2024.0,MI,FT,Manager,USD,US,0.0,US,M,172931
19652,2024.0,MI,FT,Research Scientist,USD,US,0.0,US,,173000
19653,2022.0,,,Data Engineer,USD,US,0.0,US,M,106800
19654,2024.0,SE,FT,Engineer,USD,US,0.0,US,,312200
19655,2024.0,EN,,Data Management Analyst,USD,US,0.0,US,M,75000
19656,2024.0,MI,FT,Insight Analyst,USD,US,2.0,US,M,72000
19657,2024.0,SE,FT,Data Scientist,USD,,0.0,US,M,230000
19659,2024.0,,FT,Data Analyst,USD,BR,0.0,,M,40000
19661,,SE,FT,Business Intelligence Specialist,USD,US,0.0,US,M,85000
19662,2024.0,MI,FT,Machine Learning Engineer,USD,CA,0.0,CA,M,200000
19663,2024.0,,,Data Scientist,USD,US,0.0,US,M,172000
19664,2024.0,,,Software Engineer,USD,US,0.0,,M,223000
19665,2024.0,,FT,Analyst,USD,US,0.0,US,M,82370
19666,2024.0,MI,FT,Data Scientist,USD,US,,US,M,160000
19669,2024.0,MI,FT,Data Operations Specialist,USD,US,,US,M,92700
19670,,MI,FT,Data Engineer,USD,US,2.0,US,M,170000
19671,,MI,FT,Research Scientist,USD,US,0.0,US,M,173000
19673,2024.0,,FT,Product Manager,USD,,,US,,125000
19674,2024.0,SE,FT,Data Analyst,USD,US,2.0,US,M,111500
19675,2024.0,MI,FT,BI Analyst,USD,US,0.0,US,M,125600
19677,2024.0,MI,FT,Associate,USD,US,,US,M,95425
19678,2024.0,,FT,Data Analyst,USD,US,2.0,US,M,97722
19680,2024.0,MI,FT,Machine Learning Engineer,USD,US,0.0,US,M,360000
19681,,SE,FT,Artificial Intelligence Engineer,USD,,0.0,US,M,94600
19682,,,,Data Analyst,USD,US,0.0,US,M,170000
19683,2024.0,MI,FT,Data Analyst,USD,,,US,M,99000
19684,2024.0,EN,FT,Analyst,USD,US,0.0,US,M,200000
19686,2024.0,EN,FT,Research Analyst,USD,US,,US,M,54000
19687,2024.0,,FT,Security Engineer,USD,US,0.0,US,M,156800
19688,,,,Data Scientist,USD,US,2.0,US,,143500
19689,2024.0,SE,FT,Platform Engineer,USD,US,0.0,US,M,200700
19691,2024.0,EN,FT,Data Scientist,USD,,0.0,US,,153100
19694,2023.0,,,Data Modeler,USD,US,0.0,US,,90700
19696,,SE,FT,Data Scientist,USD,US,0.0,,M,170000
19697,2024.0,MI,,Software Engineer,USD,US,0.0,US,,151800
